,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.490919828414917,0.48397383093833923,0.48309558629989624,0.501008927822113,0.5151132345199585,0.5042431950569153,0.4654329717159271,0.5189802050590515,0.4684903621673584,0.48671412467956543,0.48167386651039124,0.4881506860256195,0.5145130753517151,0.5021638870239258,0.49277329444885254,0.505617082118988,0.4919239580631256,0.4942534267902374,0.5079259872436523,0.48171353340148926,0.5035358667373657,0.5150924324989319,0.49047088623046875,0.4908263087272644,0.49034085869789124,0.49018359184265137,0.5197516679763794,0.5089271068572998,0.4880666434764862,0.5058193802833557,0.5036443471908569,0.5052560567855835,0.513575553894043
1,0.5008101463317871,0.5119321346282959,0.5052105784416199,0.5071636438369751,0.5013042092323303,0.49937504529953003,0.49491140246391296,0.49976983666419983,0.5042441487312317,0.4819157123565674,0.4958047568798065,0.5072963237762451,0.5186077356338501,0.504582941532135,0.5075321197509766,0.49448156356811523,0.4713101387023926,0.4930945038795471,0.5010881423950195,0.5044903755187988,0.49929100275039673,0.5066340565681458,0.49333205819129944,0.5168066620826721,0.4976966977119446,0.48964592814445496,0.5165842175483704,0.5048730969429016,0.5058446526527405,0.4940434694290161,0.4977596700191498,0.5139779448509216,0.4976177513599396
2,0.5150162577629089,0.49365320801734924,0.518632709980011,0.5052270889282227,0.5083492994308472,0.483316570520401,0.4922409951686859,0.5074650645256042,0.49001404643058777,0.49199560284614563,0.4859110116958618,0.49857768416404724,0.4929772913455963,0.4888245463371277,0.4972408711910248,0.5086351633071899,0.5150180459022522,0.5062804818153381,0.4939940273761749,0.4939654469490051,0.505912721157074,0.5090579986572266,0.5063915252685547,0.5007257461547852,0.48434141278266907,0.5097380876541138,0.49998652935028076,0.48803916573524475,0.49168261885643005,0.5085465312004089,0.5194185972213745,0.4845151901245117,0.5081667900085449
3,0.5043816566467285,0.5053948760032654,0.5145276784896851,0.4908577501773834,0.4881317913532257,0.5034328699111938,0.5024449825286865,0.5099650621414185,0.47444528341293335,0.4873006045818329,0.5094587802886963,0.5102370977401733,0.4850214123725891,0.5043448805809021,0.4927492141723633,0.5108098983764648,0.4956999719142914,0.4913110136985779,0.5024357438087463,0.5085226893424988,0.5161009430885315,0.4911683201789856,0.4858984649181366,0.5115846991539001,0.5158151984214783,0.5083023309707642,0.5007864832878113,0.5046589374542236,0.5006206035614014,0.5062249302864075,0.48801034688949585,0.4946093261241913,0.4936843514442444
4,0.5064759850502014,0.5014901757240295,0.49135950207710266,0.48508378863334656,0.5042983293533325,0.49200940132141113,0.5080862641334534,0.4952046871185303,0.5068359971046448,0.5018043518066406,0.49426501989364624,0.49820655584335327,0.504250705242157,0.49099066853523254,0.49775785207748413,0.49657803773880005,0.4959618151187897,0.4935036897659302,0.48699241876602173,0.5137467384338379,0.503555417060852,0.5106823444366455,0.5037386417388916,0.49653324484825134,0.507664680480957,0.5043794512748718,0.480701208114624,0.48425811529159546,0.502529501914978,0.5007075667381287,0.5083214044570923,0.49910783767700195,0.5074073076248169
5,0.49095818400382996,0.4796069860458374,0.507699191570282,0.4986123740673065,0.5160905718803406,0.5071861147880554,0.4876013696193695,0.49258798360824585,0.48307305574417114,0.5091804265975952,0.49518081545829773,0.5008152723312378,0.49659037590026855,0.482255756855011,0.48891642689704895,0.5013818740844727,0.4978141784667969,0.4998997747898102,0.4882747530937195,0.5064226984977722,0.4802747368812561,0.49819764494895935,0.5144106149673462,0.4908706843852997,0.49456310272216797,0.48904767632484436,0.48376184701919556,0.4780263900756836,0.5061644911766052,0.5104169845581055,0.5053493976593018,0.4977295696735382,0.48581254482269287
6,0.5306561589241028,0.5083987712860107,0.5046088695526123,0.504439651966095,0.4941539466381073,0.49754637479782104,0.5139496922492981,0.4977625608444214,0.486599326133728,0.5103833079338074,0.4950530230998993,0.49856168031692505,0.49912238121032715,0.513757050037384,0.5055134296417236,0.5033700466156006,0.5097323060035706,0.4987908601760864,0.49556827545166016,0.5036901831626892,0.5047415494918823,0.4832618236541748,0.4981484115123749,0.5057639479637146,0.4925289750099182,0.4922712743282318,0.487476646900177,0.5062628984451294,0.5026214718818665,0.51451575756073,0.4964637756347656,0.50336092710495,0.5135895013809204
7,0.5010956525802612,0.4982404410839081,0.5065053105354309,0.4930938184261322,0.5063085556030273,0.48875412344932556,0.5143724083900452,0.5035037994384766,0.4995482563972473,0.49816325306892395,0.49577751755714417,0.5083858370780945,0.49570414423942566,0.516731321811676,0.4939608871936798,0.5051456689834595,0.49515300989151,0.5017451643943787,0.5035034418106079,0.49657461047172546,0.4968434274196625,0.4980449974536896,0.501177966594696,0.5057885050773621,0.517654538154602,0.5142754912376404,0.4954621195793152,0.5112287402153015,0.513944149017334,0.497148334980011,0.503928542137146,0.5008519291877747,0.5046443343162537
8,0.48395001888275146,0.4967953860759735,0.5030580759048462,0.5077673196792603,0.49601420760154724,0.5162431001663208,0.49909961223602295,0.49328532814979553,0.5045411586761475,0.5024389624595642,0.5092858672142029,0.5081062912940979,0.4977452754974365,0.49103784561157227,0.5044220685958862,0.5019450187683105,0.5009294152259827,0.4828477203845978,0.4889860153198242,0.504552960395813,0.5028220415115356,0.49408724904060364,0.5145152807235718,0.5092740058898926,0.5058167576789856,0.5000116229057312,0.4952462911605835,0.515228807926178,0.49510663747787476,0.5119220018386841,0.503672182559967,0.5052174925804138,0.49891820549964905
9,0.4879171848297119,0.4912799596786499,0.5053298473358154,0.4960111677646637,0.48958805203437805,0.5067261457443237,0.5060993432998657,0.48196524381637573,0.4986986219882965,0.5006625056266785,0.4971785247325897,0.48171278834342957,0.49658283591270447,0.4811248481273651,0.47821974754333496,0.49837976694107056,0.49836644530296326,0.5149789452552795,0.5046398639678955,0.49701032042503357,0.5049513578414917,0.50255286693573,0.5000406503677368,0.4738086760044098,0.5017070174217224,0.4954662621021271,0.4963587522506714,0.48193031549453735,0.5070942044258118,0.4945167005062103,0.5114270448684692,0.4929162561893463,0.49500682950019836
